"response","V1","V2","V3","V4","V5","V6","V7","V8"
2,190.7,0,125.4,162.1,7.8,1090,804,28
3,190.7,0,125.4,162.1,7.8,1090,804,56
3,190.7,0,125.4,162.1,7.8,1090,804,100
1,212.1,0,121.6,180.3,5.7,1057.6,779.3,3
2,212.1,0,121.6,180.3,5.7,1057.6,779.3,14
2,212.1,0,121.6,180.3,5.7,1057.6,779.3,28
3,212.1,0,121.6,180.3,5.7,1057.6,779.3,56
3,212.1,0,121.6,180.3,5.7,1057.6,779.3,100
1,230,0,118.3,195.5,4.6,1029.4,758.6,3
2,230,0,118.3,195.5,4.6,1029.4,758.6,14
2,230,0,118.3,195.5,4.6,1029.4,758.6,28
2,230,0,118.3,195.5,4.6,1029.4,758.6,56
3,230,0,118.3,195.5,4.6,1029.4,758.6,100
1,190.3,0,125.2,161.9,9.9,1088.1,802.6,3
2,190.3,0,125.2,161.9,9.9,1088.1,802.6,14
2,190.3,0,125.2,161.9,9.9,1088.1,802.6,28
3,190.3,0,125.2,161.9,9.9,1088.1,802.6,56
3,190.3,0,125.2,161.9,9.9,1088.1,802.6,100
1,166.1,0,163.3,176.5,4.5,1058.6,780.1,3
2,166.1,0,163.3,176.5,4.5,1058.6,780.1,14
2,166.1,0,163.3,176.5,4.5,1058.6,780.1,28
2,166.1,0,163.3,176.5,4.5,1058.6,780.1,56
2,166.1,0,163.3,176.5,4.5,1058.6,780.1,100
1,168,42.1,163.8,121.8,5.7,1058.7,780.1,3
1,168,42.1,163.8,121.8,5.7,1058.7,780.1,14
2,168,42.1,163.8,121.8,5.7,1058.7,780.1,28
2,168,42.1,163.8,121.8,5.7,1058.7,780.1,56
3,168,42.1,163.8,121.8,5.7,1058.7,780.1,100
1,213.7,98.1,24.5,181.7,6.9,1065.8,785.4,3
2,213.7,98.1,24.5,181.7,6.9,1065.8,785.4,14
4,213.7,98.1,24.5,181.7,6.9,1065.8,785.4,28
4,213.7,98.1,24.5,181.7,6.9,1065.8,785.4,56
4,213.7,98.1,24.5,181.7,6.9,1065.8,785.4,100
1,213.8,98.1,24.5,181.7,6.7,1066,785.5,3
1,213.8,98.1,24.5,181.7,6.7,1066,785.5,14
3,213.8,98.1,24.5,181.7,6.7,1066,785.5,28
4,213.8,98.1,24.5,181.7,6.7,1066,785.5,56
4,213.8,98.1,24.5,181.7,6.7,1066,785.5,100
1,229.7,0,118.2,195.2,6.1,1028.1,757.6,3
2,229.7,0,118.2,195.2,6.1,1028.1,757.6,14
2,229.7,0,118.2,195.2,6.1,1028.1,757.6,28
2,229.7,0,118.2,195.2,6.1,1028.1,757.6,56
3,229.7,0,118.2,195.2,6.1,1028.1,757.6,100
1,238.1,0,94.1,186.7,7,949.9,847,3
2,238.1,0,94.1,186.7,7,949.9,847,14
2,238.1,0,94.1,186.7,7,949.9,847,28
3,238.1,0,94.1,186.7,7,949.9,847,56
3,238.1,0,94.1,186.7,7,949.9,847,100
1,250,0,95.7,187.4,5.5,956.9,861.2,3
2,250,0,95.7,187.4,5.5,956.9,861.2,14
2,250,0,95.7,187.4,5.5,956.9,861.2,28
3,250,0,95.7,187.4,5.5,956.9,861.2,56
3,250,0,95.7,187.4,5.5,956.9,861.2,100
1,212.5,0,100.4,159.3,8.7,1007.8,903.6,3
2,212.5,0,100.4,159.3,8.7,1007.8,903.6,14
2,212.5,0,100.4,159.3,8.7,1007.8,903.6,28
3,212.5,0,100.4,159.3,8.7,1007.8,903.6,56
3,212.5,0,100.4,159.3,8.7,1007.8,903.6,100
1,212.6,0,100.4,159.4,10.4,1003.8,903.8,3
2,212.6,0,100.4,159.4,10.4,1003.8,903.8,14
3,212.6,0,100.4,159.4,10.4,1003.8,903.8,28
3,212.6,0,100.4,159.4,10.4,1003.8,903.8,56
4,212.6,0,100.4,159.4,10.4,1003.8,903.8,100
1,212,0,124.8,159,7.8,1085.4,799.5,3
2,212,0,124.8,159,7.8,1085.4,799.5,14
3,212,0,124.8,159,7.8,1085.4,799.5,28
4,212,0,124.8,159,7.8,1085.4,799.5,56
4,212,0,124.8,159,7.8,1085.4,799.5,100
1,231.8,0,121.6,174,6.7,1056.4,778.5,3
2,231.8,0,121.6,174,6.7,1056.4,778.5,14
2,231.8,0,121.6,174,6.7,1056.4,778.5,28
3,231.8,0,121.6,174,6.7,1056.4,778.5,56
4,231.8,0,121.6,174,6.7,1056.4,778.5,100
1,251.4,0,118.3,188.5,5.8,1028.4,757.7,3
2,251.4,0,118.3,188.5,5.8,1028.4,757.7,14
2,251.4,0,118.3,188.5,5.8,1028.4,757.7,28
3,251.4,0,118.3,188.5,5.8,1028.4,757.7,56
3,251.4,0,118.3,188.5,5.8,1028.4,757.7,100
1,251.4,0,118.3,188.5,6.4,1028.4,757.7,3
2,251.4,0,118.3,188.5,6.4,1028.4,757.7,14
2,251.4,0,118.3,188.5,6.4,1028.4,757.7,28
3,251.4,0,118.3,188.5,6.4,1028.4,757.7,56
3,251.4,0,118.3,188.5,6.4,1028.4,757.7,100
1,181.4,0,167,169.6,7.6,1055.6,777.8,3
2,181.4,0,167,169.6,7.6,1055.6,777.8,14
2,181.4,0,167,169.6,7.6,1055.6,777.8,28
3,181.4,0,167,169.6,7.6,1055.6,777.8,56
4,181.4,0,167,169.6,7.6,1055.6,777.8,100
1,182,45.2,122,170.2,8.2,1059.4,780.7,3
2,182,45.2,122,170.2,8.2,1059.4,780.7,14
2,182,45.2,122,170.2,8.2,1059.4,780.7,28
3,182,45.2,122,170.2,8.2,1059.4,780.7,56
4,182,45.2,122,170.2,8.2,1059.4,780.7,100
1,168.9,42.2,124.3,158.3,10.8,1080.8,796.2,3
2,168.9,42.2,124.3,158.3,10.8,1080.8,796.2,14
2,168.9,42.2,124.3,158.3,10.8,1080.8,796.2,28
3,168.9,42.2,124.3,158.3,10.8,1080.8,796.2,56
4,168.9,42.2,124.3,158.3,10.8,1080.8,796.2,100
2,290.4,0,96.2,168.1,9.4,961.2,865,3
3,290.4,0,96.2,168.1,9.4,961.2,865,14
3,290.4,0,96.2,168.1,9.4,961.2,865,28
4,290.4,0,96.2,168.1,9.4,961.2,865,56
4,290.4,0,96.2,168.1,9.4,961.2,865,100
2,277.1,0,97.4,160.6,11.8,973.9,875.6,3
3,277.1,0,97.4,160.6,11.8,973.9,875.6,14
4,277.1,0,97.4,160.6,11.8,973.9,875.6,28
4,277.1,0,97.4,160.6,11.8,973.9,875.6,56
4,277.1,0,97.4,160.6,11.8,973.9,875.6,100
2,295.7,0,95.6,171.5,8.9,955.1,859.2,3
3,295.7,0,95.6,171.5,8.9,955.1,859.2,14
3,295.7,0,95.6,171.5,8.9,955.1,859.2,28
4,295.7,0,95.6,171.5,8.9,955.1,859.2,56
4,295.7,0,95.6,171.5,8.9,955.1,859.2,100
2,251.8,0,99.9,146.1,12.4,1006,899.8,3
2,251.8,0,99.9,146.1,12.4,1006,899.8,14
2,251.8,0,99.9,146.1,12.4,1006,899.8,28
3,251.8,0,99.9,146.1,12.4,1006,899.8,56
4,251.8,0,99.9,146.1,12.4,1006,899.8,100
1,249.1,0,98.8,158.1,12.8,987.8,889,3
2,249.1,0,98.8,158.1,12.8,987.8,889,14
2,249.1,0,98.8,158.1,12.8,987.8,889,28
3,249.1,0,98.8,158.1,12.8,987.8,889,56
4,249.1,0,98.8,158.1,12.8,987.8,889,100
2,252.3,0,98.8,146.3,14.2,987.8,889,3
3,252.3,0,98.8,146.3,14.2,987.8,889,14
4,252.3,0,98.8,146.3,14.2,987.8,889,28
4,252.3,0,98.8,146.3,14.2,987.8,889,56
5,252.3,0,98.8,146.3,14.2,987.8,889,100
2,246.8,0,125.1,143.3,12,1086.8,800.9,3
3,246.8,0,125.1,143.3,12,1086.8,800.9,14
4,246.8,0,125.1,143.3,12,1086.8,800.9,28
5,246.8,0,125.1,143.3,12,1086.8,800.9,56
5,246.8,0,125.1,143.3,12,1086.8,800.9,100
2,275.1,0,121.4,159.5,9.9,1053.6,777.5,3
3,275.1,0,121.4,159.5,9.9,1053.6,777.5,14
4,275.1,0,121.4,159.5,9.9,1053.6,777.5,28
4,275.1,0,121.4,159.5,9.9,1053.6,777.5,56
5,275.1,0,121.4,159.5,9.9,1053.6,777.5,100
2,297.2,0,117.5,174.8,9.5,1022.8,753.5,3
3,297.2,0,117.5,174.8,9.5,1022.8,753.5,14
4,297.2,0,117.5,174.8,9.5,1022.8,753.5,28
4,297.2,0,117.5,174.8,9.5,1022.8,753.5,56
4,297.2,0,117.5,174.8,9.5,1022.8,753.5,100
1,213.7,0,174.7,154.8,10.2,1053.5,776.4,3
2,213.7,0,174.7,154.8,10.2,1053.5,776.4,14
3,213.7,0,174.7,154.8,10.2,1053.5,776.4,28
4,213.7,0,174.7,154.8,10.2,1053.5,776.4,56
4,213.7,0,174.7,154.8,10.2,1053.5,776.4,100
1,213.5,0,174.2,154.6,11.7,1052.3,775.5,3
2,213.5,0,174.2,154.6,11.7,1052.3,775.5,14
4,213.5,0,174.2,154.6,11.7,1052.3,775.5,28
4,213.5,0,174.2,154.6,11.7,1052.3,775.5,56
5,213.5,0,174.2,154.6,11.7,1052.3,775.5,100
2,277.2,97.8,24.5,160.7,11.2,1061.7,782.5,3
4,277.2,97.8,24.5,160.7,11.2,1061.7,782.5,14
5,277.2,97.8,24.5,160.7,11.2,1061.7,782.5,28
5,277.2,97.8,24.5,160.7,11.2,1061.7,782.5,56
5,277.2,97.8,24.5,160.7,11.2,1061.7,782.5,100
2,218.2,54.6,123.8,140.8,11.9,1075.7,792.7,3
3,218.2,54.6,123.8,140.8,11.9,1075.7,792.7,14
4,218.2,54.6,123.8,140.8,11.9,1075.7,792.7,28
5,218.2,54.6,123.8,140.8,11.9,1075.7,792.7,56
5,218.2,54.6,123.8,140.8,11.9,1075.7,792.7,100
1,214.9,53.8,121.9,155.6,9.6,1014.3,780.6,3
3,214.9,53.8,121.9,155.6,9.6,1014.3,780.6,14
4,214.9,53.8,121.9,155.6,9.6,1014.3,780.6,28
4,214.9,53.8,121.9,155.6,9.6,1014.3,780.6,56
4,214.9,53.8,121.9,155.6,9.6,1014.3,780.6,100
1,218.9,0,124.1,158.5,11.3,1078.7,794.9,3
2,218.9,0,124.1,158.5,11.3,1078.7,794.9,14
2,218.9,0,124.1,158.5,11.3,1078.7,794.9,28
3,218.9,0,124.1,158.5,11.3,1078.7,794.9,56
4,218.9,0,124.1,158.5,11.3,1078.7,794.9,100
1,376,0,0,214.6,0,1003.5,762.4,3
2,376,0,0,214.6,0,1003.5,762.4,14
2,376,0,0,214.6,0,1003.5,762.4,28
3,376,0,0,214.6,0,1003.5,762.4,56
3,376,0,0,214.6,0,1003.5,762.4,100
5,500,0,0,140,4,966,853,28
5,475,0,59,142,1.9,1098,641,28
5,315,137,0,145,5.9,1130,745,28
5,505,0,60,195,0,1030,630,28
5,451,0,0,165,11.3,1030,745,28
3,516,0,0,162,8.2,801,802,28
5,520,0,0,170,5.2,855,855,28
4,528,0,0,185,6.9,920,720,28
4,520,0,0,175,5.2,870,805,28
4,385,0,136,158,20,903,768,28
3,500.1,0,0,200,3,1124.4,613.2,28
3,450.1,50,0,200,3,1124.4,613.2,28
4,397,17.2,158,167,20.8,967,633,28
4,333,17.5,163,167,17.9,996,652,28
3,334,17.6,158,189,15.3,967,633,28
4,405,0,0,175,0,1120,695,28
4,200,200,0,190,0,1145,660,28
3,516,0,0,162,8.3,801,802,28
2,145,116,119,184,5.7,833,880,28
3,160,128,122,182,6.4,824,879,28
3,234,156,0,189,5.9,981,760,28
5,250,180,95,159,9.5,860,800,28
5,475,0,0,162,9.5,1044,662,28
4,285,190,0,163,7.6,1031,685,28
5,356,119,0,160,9,1061,657,28
5,275,180,120,162,10.4,830,765,28
5,500,0,0,151,9,1033,655,28
1,165,0,143.6,163.8,0,1005.6,900.9,3
1,165,128.5,132.1,175.1,8.1,1005.8,746.6,3
2,178,129.8,118.6,179.9,3.6,1007.3,746.8,3
1,167.4,129.9,128.6,175.5,7.8,1006.3,746.6,3
2,172.4,13.6,172.4,156.8,4.1,1006.3,856.4,3
2,173.5,50.1,173.5,164.8,6.5,1006.2,793.5,3
1,167,75.4,167,164,7.9,1007.3,770.1,3
1,173.8,93.4,159.9,172.3,9.7,1007.2,746.6,3
1,190.3,0,125.2,166.6,9.9,1079,798.9,3
1,250,0,95.7,191.8,5.3,948.9,857.2,3
1,213.5,0,174.2,159.2,11.7,1043.6,771.9,3
1,194.7,0,100.5,170.2,7.5,998,901.8,3
1,251.4,0,118.3,192.9,5.8,1043.6,754.3,3
1,165,0,143.6,163.8,0,1005.6,900.9,14
2,165,128.5,132.1,175.1,8.1,1005.8,746.6,14
3,178,129.8,118.6,179.9,3.6,1007.3,746.8,14
2,167.4,129.9,128.6,175.5,7.8,1006.3,746.6,14
2,172.4,13.6,172.4,156.8,4.1,1006.3,856.4,14
2,173.5,50.1,173.5,164.8,6.5,1006.2,793.5,14
2,167,75.4,167,164,7.9,1007.3,770.1,14
2,173.8,93.4,159.9,172.3,9.7,1007.2,746.6,14
1,190.3,0,125.2,166.6,9.9,1079,798.9,14
2,250,0,95.7,191.8,5.3,948.9,857.2,14
2,213.5,0,174.2,159.2,11.7,1043.6,771.9,14
2,194.7,0,100.5,170.2,7.5,998,901.8,14
2,251.4,0,118.3,192.9,5.8,1043.6,754.3,14
2,165,0,143.6,163.8,0,1005.6,900.9,28
4,165,128.5,132.1,175.1,8.1,1005.8,746.6,28
3,178,129.8,118.6,179.9,3.6,1007.3,746.8,28
3,167.4,129.9,128.6,175.5,7.8,1006.3,746.6,28
2,172.4,13.6,172.4,156.8,4.1,1006.3,856.4,28
3,173.5,50.1,173.5,164.8,6.5,1006.2,793.5,28
3,167,75.4,167,164,7.9,1007.3,770.1,28
3,173.8,93.4,159.9,172.3,9.7,1007.2,746.6,28
2,190.3,0,125.2,166.6,9.9,1079,798.9,28
2,250,0,95.7,191.8,5.3,948.9,857.2,28
3,213.5,0,174.2,159.2,11.7,1043.6,771.9,28
3,194.7,0,100.5,170.2,7.5,998,901.8,28
2,251.4,0,118.3,192.9,5.8,1043.6,754.3,28
3,165,0,143.6,163.8,0,1005.6,900.9,56
4,165,128.5,132.1,175.1,8.1,1005.8,746.6,56
4,178,129.8,118.6,179.9,3.6,1007.3,746.8,56
4,167.4,129.9,128.6,175.5,7.8,1006.3,746.6,56
3,172.4,13.6,172.4,156.8,4.1,1006.3,856.4,56
4,173.5,50.1,173.5,164.8,6.5,1006.2,793.5,56
4,167,75.4,167,164,7.9,1007.3,770.1,56
4,173.8,93.4,159.9,172.3,9.7,1007.2,746.6,56
2,190.3,0,125.2,166.6,9.9,1079,798.9,56
3,250,0,95.7,191.8,5.3,948.9,857.2,56
4,213.5,0,174.2,159.2,11.7,1043.6,771.9,56
3,194.7,0,100.5,170.2,7.5,998,901.8,56
3,251.4,0,118.3,192.9,5.8,1043.6,754.3,56
3,165,0,143.6,163.8,0,1005.6,900.9,100
4,165,128.5,132.1,175.1,8.1,1005.8,746.6,100
4,178,129.8,118.6,179.9,3.6,1007.3,746.8,100
4,167.4,129.9,128.6,175.5,7.8,1006.3,746.6,100
3,172.4,13.6,172.4,156.8,4.1,1006.3,856.4,100
4,173.5,50.1,173.5,164.8,6.5,1006.2,793.5,100
4,167,75.4,167,164,7.9,1007.3,770.1,100
4,173.8,93.4,159.9,172.3,9.7,1007.2,746.6,100
2,190.3,0,125.2,166.6,9.9,1079,798.9,100
3,250,0,95.7,191.8,5.3,948.9,857.2,100
4,213.5,0,174.2,159.2,11.7,1043.6,771.9,100
3,194.7,0,100.5,170.2,7.5,998,901.8,100
3,251.4,0,118.3,192.9,5.8,1043.6,754.3,100
5,446,24,79,162,11.6,967,712,28
3,446,24,79,162,11.6,967,712,28
4,446,24,79,162,11.6,967,712,28
4,446,24,79,162,10.3,967,712,28
3,446,24,79,162,11.6,967,712,3
2,446,24,79,162,11.6,967,712,3
4,446,24,79,162,11.6,967,712,7
3,446,24,79,162,11.6,967,712,7
5,446,24,79,162,11.6,967,712,56
4,446,24,79,162,11.6,967,712,56
4,446,24,79,162,10.3,967,712,56
4,387,20,94,157,14.3,938,845,28
4,387,20,94,157,13.9,938,845,28
4,387,20,94,157,11.6,938,845,28
2,387,20,94,157,14.3,938,845,3
2,387,20,94,157,13.9,938,845,3
3,387,20,94,157,11.6,938,845,3
3,387,20,94,157,14.3,938,845,7
4,387,20,94,157,13.9,938,845,7
3,387,20,94,157,11.6,938,845,7
4,387,20,94,157,14.3,938,845,56
4,387,20,94,157,13.9,938,845,56
5,387,20,94,157,11.6,938,845,56
3,355,19,97,145,13.1,967,871,28
4,355,19,97,145,12.3,967,871,28
4,491,26,123,210,3.9,882,699,28
5,491,26,123,201,3.9,822,699,28
2,491,26,123,210,3.9,882,699,3
2,491,26,123,210,3.9,882,699,7
5,491,26,123,210,3.9,882,699,56
2,491,26,123,201,3.9,822,699,3
3,491,26,123,201,3.9,822,699,7
5,491,26,123,201,3.9,822,699,56
5,424,22,132,178,8.5,822,750,28
2,424,22,132,178,8.5,882,750,3
5,424,22,132,168,8.9,822,750,28
3,424,22,132,178,8.5,822,750,7
5,424,22,132,178,8.5,822,750,56
2,424,22,132,168,8.9,822,750,3
3,424,22,132,168,8.9,822,750,7
5,424,22,132,168,8.9,822,750,56
2,202,11,141,206,1.7,942,801,28
1,202,11,141,206,1.7,942,801,3
1,202,11,141,206,1.7,942,801,7
2,202,11,141,206,1.7,942,801,56
3,284,15,141,179,5.5,842,801,28
1,284,15,141,179,5.5,842,801,3
2,284,15,141,179,5.5,842,801,7
3,284,15,141,179,5.5,842,801,56
5,359,19,141,154,10.9,942,801,28
2,359,19,141,154,10.9,942,801,3
3,359,19,141,154,10.9,942,801,7
5,359,19,141,154,10.9,942,801,56
2,436,0,0,218,0,838.4,719.7,28
2,289,0,0,192,0,913.2,895.3,90
1,289,0,0,192,0,913.2,895.3,3
1,393,0,0,192,0,940.6,785.6,3
4,393,0,0,192,0,940.6,785.6,90
3,393,0,0,192,0,940.6,785.6,28
3,480,0,0,192,0,936.2,712.2,28
3,480,0,0,192,0,936.2,712.2,7
4,480,0,0,192,0,936.2,712.2,90
2,480,0,0,192,0,936.2,712.2,3
1,333,0,0,192,0,931.2,842.6,3
2,255,0,0,192,0,889.8,945,90
1,255,0,0,192,0,889.8,945,7
1,289,0,0,192,0,913.2,895.3,7
1,255,0,0,192,0,889.8,945,28
2,333,0,0,192,0,931.2,842.6,28
2,333,0,0,192,0,931.2,842.6,7
2,289,0,0,192,0,913.2,895.3,28
3,333,0,0,192,0,931.2,842.6,90
2,393,0,0,192,0,940.6,785.6,7
1,255,0,0,192,0,889.8,945,3
1,158.8,238.2,0,185.7,0,1040.6,734.3,7
2,239.6,359.4,0,185.7,0,941.6,664.3,7
