response,V1,V2,V3,V4,V5,V6,V7,V8
5,475.0,118.8,0.0,181.1,8.9,852.1,781.5,91
5,469.0,117.2,0.0,137.8,32.2,852.1,840.5,91
5,388.6,97.1,0.0,157.9,12.1,852.1,925.7,91
5,531.3,0.0,0.0,141.8,28.2,852.1,893.7,91
5,318.8,212.5,0.0,155.7,14.3,852.1,880.4,91
5,401.8,94.7,0.0,147.4,11.4,946.8,852.1,91
5,362.6,189.0,0.0,164.9,11.6,944.7,755.8,91
4,379.5,151.2,0.0,153.9,15.9,1134.3,605.0,91
5,286.3,200.9,0.0,144.7,11.2,1004.6,803.7,91
5,439.0,177.0,0.0,186.0,11.1,884.9,707.9,91
5,389.9,189.0,0.0,145.9,22.0,944.7,755.8,91
5,337.9,189.0,0.0,174.9,9.5,944.7,755.8,91
1,222.4,0.0,96.7,189.3,4.5,967.1,870.3,3
2,222.4,0.0,96.7,189.3,4.5,967.1,870.3,14
2,222.4,0.0,96.7,189.3,4.5,967.1,870.3,28
2,222.4,0.0,96.7,189.3,4.5,967.1,870.3,56
3,222.4,0.0,96.7,189.3,4.5,967.1,870.3,100
1,233.8,0.0,94.6,197.9,4.6,947.0,852.2,3
2,233.8,0.0,94.6,197.9,4.6,947.0,852.2,14
2,233.8,0.0,94.6,197.9,4.6,947.0,852.2,28
2,233.8,0.0,94.6,197.9,4.6,947.0,852.2,56
3,233.8,0.0,94.6,197.9,4.6,947.0,852.2,100
1,194.7,0.0,100.5,165.6,7.5,1006.4,905.9,3
2,194.7,0.0,100.5,165.6,7.5,1006.4,905.9,14
2,194.7,0.0,100.5,165.6,7.5,1006.4,905.9,28
2,194.7,0.0,100.5,165.6,7.5,1006.4,905.9,56
3,194.7,0.0,100.5,165.6,7.5,1006.4,905.9,100
1,190.7,0.0,125.4,162.1,7.8,1090.0,804.0,3
2,190.7,0.0,125.4,162.1,7.8,1090.0,804.0,14
2,190.7,0.0,125.4,162.1,7.8,1090.0,804.0,28
3,190.7,0.0,125.4,162.1,7.8,1090.0,804.0,56
3,190.7,0.0,125.4,162.1,7.8,1090.0,804.0,100
1,212.1,0.0,121.6,180.3,5.7,1057.6,779.3,3
2,212.1,0.0,121.6,180.3,5.7,1057.6,779.3,14
2,212.1,0.0,121.6,180.3,5.7,1057.6,779.3,28
3,212.1,0.0,121.6,180.3,5.7,1057.6,779.3,56
3,212.1,0.0,121.6,180.3,5.7,1057.6,779.3,100
1,230.0,0.0,118.3,195.5,4.6,1029.4,758.6,3
2,230.0,0.0,118.3,195.5,4.6,1029.4,758.6,14
2,230.0,0.0,118.3,195.5,4.6,1029.4,758.6,28
2,230.0,0.0,118.3,195.5,4.6,1029.4,758.6,56
3,230.0,0.0,118.3,195.5,4.6,1029.4,758.6,100
1,190.3,0.0,125.2,161.9,9.9,1088.1,802.6,3
2,190.3,0.0,125.2,161.9,9.9,1088.1,802.6,14
2,190.3,0.0,125.2,161.9,9.9,1088.1,802.6,28
3,190.3,0.0,125.2,161.9,9.9,1088.1,802.6,56
3,190.3,0.0,125.2,161.9,9.9,1088.1,802.6,100
1,166.1,0.0,163.3,176.5,4.5,1058.6,780.1,3
2,166.1,0.0,163.3,176.5,4.5,1058.6,780.1,14
2,166.1,0.0,163.3,176.5,4.5,1058.6,780.1,28
2,166.1,0.0,163.3,176.5,4.5,1058.6,780.1,56
2,166.1,0.0,163.3,176.5,4.5,1058.6,780.1,100
1,168.0,42.1,163.8,121.8,5.7,1058.7,780.1,3
1,168.0,42.1,163.8,121.8,5.7,1058.7,780.1,14
2,168.0,42.1,163.8,121.8,5.7,1058.7,780.1,28
2,168.0,42.1,163.8,121.8,5.7,1058.7,780.1,56
3,168.0,42.1,163.8,121.8,5.7,1058.7,780.1,100
1,213.7,98.1,24.5,181.7,6.9,1065.8,785.4,3
2,213.7,98.1,24.5,181.7,6.9,1065.8,785.4,14
4,213.7,98.1,24.5,181.7,6.9,1065.8,785.4,28
4,213.7,98.1,24.5,181.7,6.9,1065.8,785.4,56
4,213.7,98.1,24.5,181.7,6.9,1065.8,785.4,100
1,213.8,98.1,24.5,181.7,6.7,1066.0,785.5,3
1,213.8,98.1,24.5,181.7,6.7,1066.0,785.5,14
3,213.8,98.1,24.5,181.7,6.7,1066.0,785.5,28
4,213.8,98.1,24.5,181.7,6.7,1066.0,785.5,56
4,213.8,98.1,24.5,181.7,6.7,1066.0,785.5,100
1,229.7,0.0,118.2,195.2,6.1,1028.1,757.6,3
2,229.7,0.0,118.2,195.2,6.1,1028.1,757.6,14
2,229.7,0.0,118.2,195.2,6.1,1028.1,757.6,28
2,229.7,0.0,118.2,195.2,6.1,1028.1,757.6,56
3,229.7,0.0,118.2,195.2,6.1,1028.1,757.6,100
1,238.1,0.0,94.1,186.7,7.0,949.9,847.0,3
2,238.1,0.0,94.1,186.7,7.0,949.9,847.0,14
2,238.1,0.0,94.1,186.7,7.0,949.9,847.0,28
3,238.1,0.0,94.1,186.7,7.0,949.9,847.0,56
3,238.1,0.0,94.1,186.7,7.0,949.9,847.0,100
1,250.0,0.0,95.7,187.4,5.5,956.9,861.2,3
2,250.0,0.0,95.7,187.4,5.5,956.9,861.2,14
2,250.0,0.0,95.7,187.4,5.5,956.9,861.2,28
3,250.0,0.0,95.7,187.4,5.5,956.9,861.2,56
3,250.0,0.0,95.7,187.4,5.5,956.9,861.2,100
1,212.5,0.0,100.4,159.3,8.7,1007.8,903.6,3
2,212.5,0.0,100.4,159.3,8.7,1007.8,903.6,14
2,212.5,0.0,100.4,159.3,8.7,1007.8,903.6,28
3,212.5,0.0,100.4,159.3,8.7,1007.8,903.6,56
3,212.5,0.0,100.4,159.3,8.7,1007.8,903.6,100
1,212.6,0.0,100.4,159.4,10.4,1003.8,903.8,3
2,212.6,0.0,100.4,159.4,10.4,1003.8,903.8,14
3,212.6,0.0,100.4,159.4,10.4,1003.8,903.8,28
3,212.6,0.0,100.4,159.4,10.4,1003.8,903.8,56
4,212.6,0.0,100.4,159.4,10.4,1003.8,903.8,100
1,212.0,0.0,124.8,159.0,7.8,1085.4,799.5,3
2,212.0,0.0,124.8,159.0,7.8,1085.4,799.5,14
3,212.0,0.0,124.8,159.0,7.8,1085.4,799.5,28
4,212.0,0.0,124.8,159.0,7.8,1085.4,799.5,56
4,212.0,0.0,124.8,159.0,7.8,1085.4,799.5,100
1,231.8,0.0,121.6,174.0,6.7,1056.4,778.5,3
2,231.8,0.0,121.6,174.0,6.7,1056.4,778.5,14
2,231.8,0.0,121.6,174.0,6.7,1056.4,778.5,28
3,231.8,0.0,121.6,174.0,6.7,1056.4,778.5,56
4,231.8,0.0,121.6,174.0,6.7,1056.4,778.5,100
1,251.4,0.0,118.3,188.5,5.8,1028.4,757.7,3
2,251.4,0.0,118.3,188.5,5.8,1028.4,757.7,14
2,251.4,0.0,118.3,188.5,5.8,1028.4,757.7,28
3,251.4,0.0,118.3,188.5,5.8,1028.4,757.7,56
3,251.4,0.0,118.3,188.5,5.8,1028.4,757.7,100
1,251.4,0.0,118.3,188.5,6.4,1028.4,757.7,3
2,251.4,0.0,118.3,188.5,6.4,1028.4,757.7,14
2,251.4,0.0,118.3,188.5,6.4,1028.4,757.7,28
3,251.4,0.0,118.3,188.5,6.4,1028.4,757.7,56
3,251.4,0.0,118.3,188.5,6.4,1028.4,757.7,100
1,181.4,0.0,167.0,169.6,7.6,1055.6,777.8,3
2,181.4,0.0,167.0,169.6,7.6,1055.6,777.8,14
2,181.4,0.0,167.0,169.6,7.6,1055.6,777.8,28
3,181.4,0.0,167.0,169.6,7.6,1055.6,777.8,56
4,181.4,0.0,167.0,169.6,7.6,1055.6,777.8,100
1,182.0,45.2,122.0,170.2,8.2,1059.4,780.7,3
2,182.0,45.2,122.0,170.2,8.2,1059.4,780.7,14
2,182.0,45.2,122.0,170.2,8.2,1059.4,780.7,28
3,182.0,45.2,122.0,170.2,8.2,1059.4,780.7,56
4,182.0,45.2,122.0,170.2,8.2,1059.4,780.7,100
1,168.9,42.2,124.3,158.3,10.8,1080.8,796.2,3
2,168.9,42.2,124.3,158.3,10.8,1080.8,796.2,14
2,168.9,42.2,124.3,158.3,10.8,1080.8,796.2,28
3,168.9,42.2,124.3,158.3,10.8,1080.8,796.2,56
4,168.9,42.2,124.3,158.3,10.8,1080.8,796.2,100
2,290.4,0.0,96.2,168.1,9.4,961.2,865.0,3
3,290.4,0.0,96.2,168.1,9.4,961.2,865.0,14
3,290.4,0.0,96.2,168.1,9.4,961.2,865.0,28
4,290.4,0.0,96.2,168.1,9.4,961.2,865.0,56
4,290.4,0.0,96.2,168.1,9.4,961.2,865.0,100
2,277.1,0.0,97.4,160.6,11.8,973.9,875.6,3
3,277.1,0.0,97.4,160.6,11.8,973.9,875.6,14
4,277.1,0.0,97.4,160.6,11.8,973.9,875.6,28
4,277.1,0.0,97.4,160.6,11.8,973.9,875.6,56
4,277.1,0.0,97.4,160.6,11.8,973.9,875.6,100
2,295.7,0.0,95.6,171.5,8.9,955.1,859.2,3
3,295.7,0.0,95.6,171.5,8.9,955.1,859.2,14
3,295.7,0.0,95.6,171.5,8.9,955.1,859.2,28
4,295.7,0.0,95.6,171.5,8.9,955.1,859.2,56
4,295.7,0.0,95.6,171.5,8.9,955.1,859.2,100
2,251.8,0.0,99.9,146.1,12.4,1006.0,899.8,3
2,251.8,0.0,99.9,146.1,12.4,1006.0,899.8,14
2,251.8,0.0,99.9,146.1,12.4,1006.0,899.8,28
3,251.8,0.0,99.9,146.1,12.4,1006.0,899.8,56
4,251.8,0.0,99.9,146.1,12.4,1006.0,899.8,100
1,249.1,0.0,98.8,158.1,12.8,987.8,889.0,3
2,249.1,0.0,98.8,158.1,12.8,987.8,889.0,14
2,249.1,0.0,98.8,158.1,12.8,987.8,889.0,28
3,249.1,0.0,98.8,158.1,12.8,987.8,889.0,56
4,249.1,0.0,98.8,158.1,12.8,987.8,889.0,100
2,252.3,0.0,98.8,146.3,14.2,987.8,889.0,3
3,252.3,0.0,98.8,146.3,14.2,987.8,889.0,14
4,252.3,0.0,98.8,146.3,14.2,987.8,889.0,28
4,252.3,0.0,98.8,146.3,14.2,987.8,889.0,56
5,252.3,0.0,98.8,146.3,14.2,987.8,889.0,100
2,246.8,0.0,125.1,143.3,12.0,1086.8,800.9,3
3,246.8,0.0,125.1,143.3,12.0,1086.8,800.9,14
4,246.8,0.0,125.1,143.3,12.0,1086.8,800.9,28
5,246.8,0.0,125.1,143.3,12.0,1086.8,800.9,56
5,246.8,0.0,125.1,143.3,12.0,1086.8,800.9,100
2,275.1,0.0,121.4,159.5,9.9,1053.6,777.5,3
3,275.1,0.0,121.4,159.5,9.9,1053.6,777.5,14
4,275.1,0.0,121.4,159.5,9.9,1053.6,777.5,28
4,275.1,0.0,121.4,159.5,9.9,1053.6,777.5,56
5,275.1,0.0,121.4,159.5,9.9,1053.6,777.5,100
2,297.2,0.0,117.5,174.8,9.5,1022.8,753.5,3
3,297.2,0.0,117.5,174.8,9.5,1022.8,753.5,14
4,297.2,0.0,117.5,174.8,9.5,1022.8,753.5,28
4,297.2,0.0,117.5,174.8,9.5,1022.8,753.5,56
4,297.2,0.0,117.5,174.8,9.5,1022.8,753.5,100
1,213.7,0.0,174.7,154.8,10.2,1053.5,776.4,3
2,213.7,0.0,174.7,154.8,10.2,1053.5,776.4,14
3,213.7,0.0,174.7,154.8,10.2,1053.5,776.4,28
4,213.7,0.0,174.7,154.8,10.2,1053.5,776.4,56
4,213.7,0.0,174.7,154.8,10.2,1053.5,776.4,100
1,213.5,0.0,174.2,154.6,11.7,1052.3,775.5,3
2,213.5,0.0,174.2,154.6,11.7,1052.3,775.5,14
4,213.5,0.0,174.2,154.6,11.7,1052.3,775.5,28
4,213.5,0.0,174.2,154.6,11.7,1052.3,775.5,56
5,213.5,0.0,174.2,154.6,11.7,1052.3,775.5,100
2,277.2,97.8,24.5,160.7,11.2,1061.7,782.5,3
4,277.2,97.8,24.5,160.7,11.2,1061.7,782.5,14
5,277.2,97.8,24.5,160.7,11.2,1061.7,782.5,28
5,277.2,97.8,24.5,160.7,11.2,1061.7,782.5,56
5,277.2,97.8,24.5,160.7,11.2,1061.7,782.5,100
2,218.2,54.6,123.8,140.8,11.9,1075.7,792.7,3
3,218.2,54.6,123.8,140.8,11.9,1075.7,792.7,14
4,218.2,54.6,123.8,140.8,11.9,1075.7,792.7,28
5,218.2,54.6,123.8,140.8,11.9,1075.7,792.7,56
5,218.2,54.6,123.8,140.8,11.9,1075.7,792.7,100
1,214.9,53.8,121.9,155.6,9.6,1014.3,780.6,3
3,214.9,53.8,121.9,155.6,9.6,1014.3,780.6,14
4,214.9,53.8,121.9,155.6,9.6,1014.3,780.6,28
4,214.9,53.8,121.9,155.6,9.6,1014.3,780.6,56
4,214.9,53.8,121.9,155.6,9.6,1014.3,780.6,100
1,218.9,0.0,124.1,158.5,11.3,1078.7,794.9,3
2,218.9,0.0,124.1,158.5,11.3,1078.7,794.9,14
2,218.9,0.0,124.1,158.5,11.3,1078.7,794.9,28
3,218.9,0.0,124.1,158.5,11.3,1078.7,794.9,56
4,218.9,0.0,124.1,158.5,11.3,1078.7,794.9,100
1,376.0,0.0,0.0,214.6,0.0,1003.5,762.4,3
2,376.0,0.0,0.0,214.6,0.0,1003.5,762.4,14
2,376.0,0.0,0.0,214.6,0.0,1003.5,762.4,28
3,376.0,0.0,0.0,214.6,0.0,1003.5,762.4,56
3,376.0,0.0,0.0,214.6,0.0,1003.5,762.4,100
5,500.0,0.0,0.0,140.0,4.0,966.0,853.0,28
5,475.0,0.0,59.0,142.0,1.9,1098.0,641.0,28
5,315.0,137.0,0.0,145.0,5.9,1130.0,745.0,28
5,505.0,0.0,60.0,195.0,0.0,1030.0,630.0,28
5,451.0,0.0,0.0,165.0,11.3,1030.0,745.0,28
3,516.0,0.0,0.0,162.0,8.2,801.0,802.0,28
5,520.0,0.0,0.0,170.0,5.2,855.0,855.0,28
4,528.0,0.0,0.0,185.0,6.9,920.0,720.0,28
4,520.0,0.0,0.0,175.0,5.2,870.0,805.0,28
4,385.0,0.0,136.0,158.0,20.0,903.0,768.0,28
3,500.1,0.0,0.0,200.0,3.0,1124.4,613.2,28
3,450.1,50.0,0.0,200.0,3.0,1124.4,613.2,28
4,397.0,17.2,158.0,167.0,20.8,967.0,633.0,28
4,333.0,17.5,163.0,167.0,17.9,996.0,652.0,28
3,334.0,17.6,158.0,189.0,15.3,967.0,633.0,28
4,405.0,0.0,0.0,175.0,0.0,1120.0,695.0,28
4,200.0,200.0,0.0,190.0,0.0,1145.0,660.0,28
3,516.0,0.0,0.0,162.0,8.3,801.0,802.0,28
2,145.0,116.0,119.0,184.0,5.7,833.0,880.0,28
3,160.0,128.0,122.0,182.0,6.4,824.0,879.0,28
3,234.0,156.0,0.0,189.0,5.9,981.0,760.0,28
5,250.0,180.0,95.0,159.0,9.5,860.0,800.0,28
5,475.0,0.0,0.0,162.0,9.5,1044.0,662.0,28
4,285.0,190.0,0.0,163.0,7.6,1031.0,685.0,28
5,356.0,119.0,0.0,160.0,9.0,1061.0,657.0,28
5,275.0,180.0,120.0,162.0,10.4,830.0,765.0,28
5,500.0,0.0,0.0,151.0,9.0,1033.0,655.0,28
1,165.0,0.0,143.6,163.8,0.0,1005.6,900.9,3
1,165.0,128.5,132.1,175.1,8.1,1005.8,746.6,3
2,178.0,129.8,118.6,179.9,3.6,1007.3,746.8,3
1,167.4,129.9,128.6,175.5,7.8,1006.3,746.6,3
2,172.4,13.6,172.4,156.8,4.1,1006.3,856.4,3
2,173.5,50.1,173.5,164.8,6.5,1006.2,793.5,3
1,167.0,75.4,167.0,164.0,7.9,1007.3,770.1,3
1,173.8,93.4,159.9,172.3,9.7,1007.2,746.6,3
1,190.3,0.0,125.2,166.6,9.9,1079.0,798.9,3
1,250.0,0.0,95.7,191.8,5.3,948.9,857.2,3
1,213.5,0.0,174.2,159.2,11.7,1043.6,771.9,3
1,194.7,0.0,100.5,170.2,7.5,998.0,901.8,3
1,251.4,0.0,118.3,192.9,5.8,1043.6,754.3,3
1,165.0,0.0,143.6,163.8,0.0,1005.6,900.9,14
2,165.0,128.5,132.1,175.1,8.1,1005.8,746.6,14
3,178.0,129.8,118.6,179.9,3.6,1007.3,746.8,14
2,167.4,129.9,128.6,175.5,7.8,1006.3,746.6,14
2,172.4,13.6,172.4,156.8,4.1,1006.3,856.4,14
2,173.5,50.1,173.5,164.8,6.5,1006.2,793.5,14
2,167.0,75.4,167.0,164.0,7.9,1007.3,770.1,14
2,173.8,93.4,159.9,172.3,9.7,1007.2,746.6,14
1,190.3,0.0,125.2,166.6,9.9,1079.0,798.9,14
2,250.0,0.0,95.7,191.8,5.3,948.9,857.2,14
2,213.5,0.0,174.2,159.2,11.7,1043.6,771.9,14
2,194.7,0.0,100.5,170.2,7.5,998.0,901.8,14
2,251.4,0.0,118.3,192.9,5.8,1043.6,754.3,14
2,165.0,0.0,143.6,163.8,0.0,1005.6,900.9,28
4,165.0,128.5,132.1,175.1,8.1,1005.8,746.6,28
3,178.0,129.8,118.6,179.9,3.6,1007.3,746.8,28
3,167.4,129.9,128.6,175.5,7.8,1006.3,746.6,28
2,172.4,13.6,172.4,156.8,4.1,1006.3,856.4,28
3,173.5,50.1,173.5,164.8,6.5,1006.2,793.5,28
3,167.0,75.4,167.0,164.0,7.9,1007.3,770.1,28
3,173.8,93.4,159.9,172.3,9.7,1007.2,746.6,28
2,190.3,0.0,125.2,166.6,9.9,1079.0,798.9,28
2,250.0,0.0,95.7,191.8,5.3,948.9,857.2,28
3,213.5,0.0,174.2,159.2,11.7,1043.6,771.9,28
3,194.7,0.0,100.5,170.2,7.5,998.0,901.8,28
2,251.4,0.0,118.3,192.9,5.8,1043.6,754.3,28
3,165.0,0.0,143.6,163.8,0.0,1005.6,900.9,56
4,165.0,128.5,132.1,175.1,8.1,1005.8,746.6,56
4,178.0,129.8,118.6,179.9,3.6,1007.3,746.8,56
4,167.4,129.9,128.6,175.5,7.8,1006.3,746.6,56
3,172.4,13.6,172.4,156.8,4.1,1006.3,856.4,56
4,173.5,50.1,173.5,164.8,6.5,1006.2,793.5,56
4,167.0,75.4,167.0,164.0,7.9,1007.3,770.1,56
